gage_id,seg_id,RefNonRef,Area,NSE,Pbias,RSR,AbsPbias,NSEeval,AbsPbiaseval,RSReval,SumScore,DI
02341505,5048,NonRef,0.179121127,0.38357544,-0.1,0.785108881,0.1,0,1,0,1,27
02342500,5061,NonRef,-0.373444882,0.793553501,0.7,0.454353297,0.7,1,1,1,3,14
02342933,5075,Ref   ,0.01160849,0.670224327,11.2,0.574242803,11.2,1,1,1,3,8
02357000,5120,NonRef,1.490249687,0.196880326,-33.4,0.896144749,33.4,0,0,0,0,15
02178400,5130,Ref   ,-0.572051212,0.632797532,-6.4,0.605954087,6.4,1,1,1,3,5
02182000,5135,NonRef,-1.038336226,-0.331652841,-9,1.153896962,9,0,1,0,1,12
02177000,5139,Ref   ,1.685923131,0.69963774,-2.4,0.548040439,2.4,1,1,1,3,14
02181580,5138,NonRef,-0.984782585,-5.84834455,649.1,2.616638807,649.1,0,0,0,0,12
02191200,5164,NonRef,-0.14429068,0.11151492,-47.2,0.942531397,47.2,0,0,0,0,18
02191300,5175,NonRef,0.493077217,0.475902353,-41.2,0.723864994,41.2,0,0,0,0,20
02192000,5184,NonRef,0.006901885,0.482841141,-38.6,0.719120894,38.6,0,0,0,0,17
02193340,5188,Ref   ,-2.020289604,0.389884867,-6.8,0.781053576,6.8,0,1,0,1,6
02193500,5191,NonRef,-0.551733533,0.530615708,-8.2,0.685093468,8.2,1,1,1,3,9
02203559,5202,NonRef,NA,NA,NA,NA,NA,0,0,0,0,13
02205000,5212,NonRef,-25.62463684,-1.320851261,179.3,1.523362113,179.3,0,0,0,0,18
02208050,5213,NonRef,-8.212115632,NA,NA,NA,NA,0,0,0,0,20
02208150,5214,NonRef,-0.012985327,0.171940276,-47.6,0.909836646,47.6,0,0,0,0,18
02207400,5215,NonRef,-5.170415024,-0.858395848,58.4,1.363023991,58.4,0,0,0,0,20
02207385,5216,NonRef,0.162112089,-1.387500105,101,1.544917901,101,0,0,0,0,20
02207418,5219,NonRef,-8.005324962,-2.590238129,111.7,1.894476862,111.7,0,0,0,0,17
02207448,5226,NonRef,-0.357255693,-0.459102882,79.1,1.20771238,79.1,0,0,0,0,22
02207435,5221,NonRef,-2.890695574,0.075596999,18.8,0.961247548,18.8,0,1,0,1,15
02207335,5222,NonRef,1.311200733,0.589764274,27.8,0.640389102,27.8,1,0,1,2,30
02208450,5227,NonRef,3472.133412,0.096578792,-44.8,0.950450421,44.8,0,0,0,0,19
