gage_id,seg_id,RefNonRef,Area,NSE,Pbias,RSR,AbsPbias,NSEeval,AbsPbiaseval,RSReval,SumScore,DI
01539000,1529,Ref   ,0.627267786,0.74461309,-7.6,0.505346475,7.6,1,1,1,3,13
01538000,1530,NonRef,8.113445067,0.503685083,-28.1,0.704479869,28.1,1,0,0,1,21
01540500,1540,NonRef,-0.004598719,0.701369998,-11.4,0.546457816,11.4,1,1,1,3,22
01554000,1896,NonRef,0.099481381,0.706224576,-13.1,0.541997962,13.1,1,1,1,3,23
01421618,1545,Ref   ,-11.09729562,0.037480936,7.1,0.980970936,7.1,0,1,0,1,12
01421900,1546,NonRef,-1.090952036,0.662114269,-7.2,0.581255145,7.2,1,1,1,3,14
01422000,1547,NonRef,-1.113517504,0.685496654,-5.8,0.560767097,5.8,1,1,1,3,14
01422500,1548,Ref   ,-4.834702847,0.562951567,-11.8,0.661068702,11.8,1,1,1,3,13
01421610,1549,NonRef,2.262980801,-0.33360971,-12.3,1.154651853,12.3,0,1,0,1,15
01422389,1551,Ref   ,-83.79876359,-46.49441181,428.6,6.890815688,428.6,0,0,0,0,8
01422738,1552,Ref   ,-39.6039604,-1.26195942,54.7,1.503789588,54.7,0,0,0,0,14
01422747,1554,Ref   ,-1.053559268,0.221897195,-1.2,0.881994039,1.2,0,1,0,1,12
01423000,1556,Ref   ,-0.222995594,0.677970324,-10.2,0.567463419,10.2,1,1,1,3,16
01426000,1558,NonRef,0.014795088,0.468531511,-21.4,0.728974978,21.4,0,1,0,1,17
0142400103,1559,NA,NA,0.249434871,-27.3,0.866308987,27.3,0,0,0,0,NA
01425000,1566,NonRef,-0.248721937,0.140044974,11.4,0.927315524,11.4,0,1,0,1,23
01426500,1565,NonRef,-0.195080876,0.322856597,6.7,0.822868143,6.7,0,1,0,1,22
01427500,1570,NonRef,-1.762031918,0.490512916,-4.1,0.713752862,4.1,0,1,0,1,14
01428500,1568,NonRef,-0.212517697,0.572653747,5,0.65370209,5,1,1,1,3,22
01428000,1569,NonRef,3.820408907,0.585622179,-4.1,0.643683108,4.1,1,1,1,3,13
01427207,1573,NonRef,-0.008804256,0.588875617,4.7,0.640933905,4.7,1,1,1,3,23
01427510,1578,NonRef,-0.300358864,0.57084861,12.7,0.655070492,12.7,1,1,1,3,23
01429500,1587,NonRef,-0.227037546,0.553239415,-15.9,0.668386007,15.9,1,1,1,3,17
01428750,1586,NonRef,-7.436961379,0.655339732,4.6,0.587043173,4.6,1,1,1,3,10
01429000,1588,NonRef,1.713974171,0.47063828,-1.3,0.727555603,1.3,0,1,0,1,21
01430000,1591,NonRef,56.93029042,0.497197355,-43.1,0.709063206,43.1,0,0,0,0,20
01432000,1595,NonRef,-1.540800111,-0.689618113,4,1.299820609,4,0,1,0,1,18
01431500,1601,NonRef,0.600829783,0.71248311,-4.2,0.536193574,4.2,1,1,1,3,21
01350355,1608,NonRef,-0.443966097,0.455385042,36.3,0.73795098,36.3,0,0,0,0,20
01351500,1610,NonRef,-0.458273928,0.448970472,35.7,0.742296408,35.7,0,0,0,0,22
01350180,1614,NonRef,-0.180121903,0.394311756,57.5,0.77823235,57.5,0,0,0,0,20
01350120,1615,NonRef,-4.911454244,-2.147634305,-0.8,1.774087813,0.8,0,1,0,1,12
01350101,1616,NonRef,-0.284001262,0.522769509,15.9,0.69076801,15.9,1,1,1,3,19
01350080,1617,Ref   ,-6.317767818,-0.294758221,7.7,1.137808027,7.7,0,1,0,1,12
01350000,1618,Ref   ,-0.070414518,0.567505592,-9.8,0.657627812,9.8,1,1,1,3,17
01349840,1619,Ref   ,-77.27272727,-8.104441685,200.6,3.017005044,200.6,0,0,0,0,3
01349950,1627,NonRef,-6.056995741,0.45713011,5.4,0.73671472,5.4,0,1,0,1,16
01349705,1621,NonRef,-4.38372943,0.520816918,-14.5,0.692139159,14.5,1,1,1,3,8
01350140,1622,Ref   ,-11.79833397,-0.829653448,22.4,1.352594004,22.4,0,1,0,1,15
01350035,1623,NonRef,-1.713324155,-1.584932892,26.4,1.607577092,26.4,0,0,0,0,15
01349700,1625,NonRef,-2.663094001,0.302743253,-6.6,0.834931164,6.6,0,1,0,1,8
01349711,1626,Ref   ,-84.09701779,-52.16167157,484.3,7.290390378,484.3,0,0,0,0,2
01434021,1634,Ref   ,-77.09696609,-5.963551106,320.2,2.638664001,320.2,0,0,0,0,9
01434498,1637,NonRef,-1.960784314,0.495256579,-15.8,0.710400411,15.8,0,1,0,1,10
01434017,1636,Ref   ,-17.14905933,0.586192443,8.4,0.643231166,8.4,1,1,1,3,8
01436000,1638,NonRef,-6.299013408,-1.604229905,237,1.613725212,237,0,0,0,0,24
01436500,1639,NonRef,-0.607787776,-0.850928424,135,1.360440236,135,0,0,0,0,25
01436690,1641,NonRef,-0.729723611,0.261954134,77.8,0.859027785,77.8,0,0,0,0,30
01432900,1640,NonRef,-0.148603905,0.665706202,4.6,0.578072315,4.6,1,1,1,3,17
01433500,1647,NonRef,-1.08901,0.346874989,-3.6,0.808136496,3.6,0,1,0,1,20
01437000,1652,NonRef,0.116728024,0.340388828,54.4,0.812115618,54.4,0,0,0,0,27
01434025,1642,Ref   ,-2.643287098,0.492607062,13.6,0.712278493,13.6,0,1,0,1,7
01437500,1653,NonRef,2.32173687,0.528329906,39.9,0.686766486,39.9,1,0,1,2,25
01440000,1654,Ref   ,-3.384559645,0.695461443,-1.4,0.551837317,1.4,1,1,1,3,11
01434000,1658,NonRef,-0.26804182,0.672499483,0.9,0.572263331,0.9,1,1,1,3,22
01438500,1659,NonRef,0.059000307,0.684853681,3.4,0.561365919,3.4,1,1,1,3,27
01440200,1671,NonRef,0.414568719,NA,NA,NA,NA,0,0,0,0,22
01439500,1667,Ref   ,-1.001827659,0.662136434,-3.6,0.581246839,3.6,1,1,1,3,9
01440485,1665,NonRef,-30.41917432,0.325306943,-8.4,0.821267855,8.4,0,1,0,1,12
01440400,1666,Ref   ,-4.637869908,0.658696186,-2.1,0.584196826,2.1,1,1,1,3,17
01441495,1672,NonRef,-9.505420369,0.260136333,-19.1,0.859996932,19.1,0,1,0,1,15
01442500,1676,NonRef,-1.111823819,0.56102682,-4.3,0.662535139,4.3,1,1,1,3,24
01447500,1683,NonRef,4.200993148,0.618389357,-15.2,0.617732089,15.2,1,1,1,3,13
01447720,1684,NonRef,-1.923300697,0.544423321,18.5,0.674945057,18.5,1,1,1,3,18
01447680,1687,NonRef,-4.205383657,-1.311181948,2.8,1.520210695,2.8,0,1,0,1,9
01448500,1689,Ref   ,-50.93409977,-0.485666366,96.7,1.218842671,96.7,0,0,0,0,5
01447800,1695,NonRef,-0.039294898,0.446631053,8.2,0.743868235,8.2,0,1,0,1,18
01449500,1696,NonRef,-0.083263947,-3.635453511,7.4,2.1529078,7.4,0,1,0,1,23
01449800,1697,NonRef,0.060202196,-1.957270788,89.1,1.719616214,89.1,0,0,0,0,25
01452500,1708,NonRef,-9.727152855,0.025015152,10.8,0.9873903,10.8,0,1,0,1,21
01451800,1700,Ref   ,-7.941360384,0.619077977,5.9,0.617169567,5.9,1,1,1,3,14
01452000,1706,NonRef,-8.029799316,0.569970757,24.2,0.655750935,24.2,1,1,1,3,20
01451650,1701,NonRef,-0.196152165,-0.584753421,35.8,1.258795784,35.8,0,0,0,0,15
01451500,1707,NonRef,-1.606205628,-0.819620254,32.3,1.348901708,32.3,0,0,0,0,15
01449360,1703,NonRef,-3.352636982,-1.550013021,78.7,1.596825478,78.7,0,0,0,0,14
01450500,1705,NonRef,-1.943237024,0.540909679,2.8,0.677546322,2.8,1,1,1,3,20
01449000,1712,NonRef,0.402970977,0.601117027,23.4,0.631540102,23.4,1,1,1,3,20
01451000,1717,NonRef,9.920545621,0.613796917,17.9,0.621437979,17.9,1,1,1,3,29
01453000,1718,NonRef,2059.123521,0.638446727,21.1,0.601279049,21.1,1,1,1,3,26
01534000,1727,NonRef,-3.053191651,0.59645774,-5.4,0.635235023,5.4,1,1,1,3,17
01532000,1740,Ref   ,0.027449393,0.607619408,-11.4,0.626388365,11.4,1,1,1,3,9
01531500,1745,NonRef,0.255428252,0.674896988,-15.4,0.570164824,15.4,1,1,1,3,25
01533400,1753,NonRef,-0.026403577,0.674702192,-15.7,0.570325367,15.7,1,1,1,3,22
01465500,1762,NonRef,0.464528845,0.5978163,-7.4,0.634164834,7.4,1,1,1,3,28
01464500,1765,NonRef,4.716750826,0.325297757,-29.2,0.82138322,29.2,0,0,0,0,18
01464645,1768,NonRef,-2.708546033,-0.153307056,-32.5,1.073860409,32.5,0,0,0,0,28
